scenario_id,source,target,edge_type,capacity_mva,reactance_pu,length_km,tripped_at_start
IND-S00000,IN-C07882-SS,IN-C07888-SS,sub_transmission,166.9769430182851,0.013665,15.18,0.0
IND-S00000,IN-MAD-HUB,IN-C07882-SS,state_transmission_400kv,385.8201565507202,0.064489,128.98,0.0
IND-S00000,IN-MAD-HUB,IN-C07883-SS,state_transmission_400kv,200.43948623322916,0.178112,356.22,0.0
IND-S00000,IN-MAD-HUB,IN-C07884-SS,state_transmission_400kv,200.0,0.073737,147.47,0.0
IND-S00000,IN-MAD-HUB,IN-C07885-SS,state_transmission_400kv,200.0,0.153299,306.6,0.0
IND-S00000,IN-MAD-HUB,IN-C07886-SS,state_transmission_400kv,346.01212397997523,0.104568,209.14,0.0
IND-S00000,IN-MAD-HUB,IN-C07887-SS,state_transmission_400kv,200.0,0.108046,216.09,0.0
IND-S00000,IN-MAD-HUB,IN-C07888-SS,state_transmission_400kv,323.11652725764964,0.069942,139.88,0.0
IND-S00000,IN-MAD-HUB,IN-C07889-SS,state_transmission_400kv,200.0,0.108525,217.05,0.0
IND-S00000,IN-MAD-HUB,IN-C07890-SS,state_transmission_400kv,200.0,0.171122,342.24,0.0
IND-S00000,IN-MAD-HUB,IN-C07891-SS,state_transmission_400kv,249.65337675886644,0.152232,304.46,0.0
IND-S00000,IN-C08800-SS,IN-C08882-SS,sub_transmission,63.0,0.015199,9.5,0.0
IND-S00000,IN-C07868-SS,IN-C07868-TR01,transformer_connection,315.0,0.006059,3.79,0.0
IND-S00000,IN-C07868-TR01,IN-C07868-FD011,feeder,245.94015908333503,0.010587,1.76,0.0
IND-S00000,IN-C07868-GEN12,IN-C07868-SS,generator_connection,2000.0,0.002981,3.31,1.0
IND-S00000,IN-MAD-HUB-GEN,IN-MAD-HUB,generator_connection,3000.0,0.0005,1.0,0.0
IND-S00001,IN-WR-HUB,IN-SR-HUB,national_backbone_765kv,6000.0,0.295334,843.81,0.0
IND-S00001,IN-SR-HUB,IN-ER-HUB,national_backbone_765kv,6000.0,0.547,1562.86,0.0
IND-S00001,IN-AND-HUB,IN-SR-HUB,state_interconnect_400kv,500.0,0.834711,1669.42,0.0
IND-S00001,IN-AND-HUB,IN-SR-HUB,state_interconnect_400kv,3150.0,0.22425,448.5,0.0
IND-S00001,IN-KAR-HUB,IN-SR-HUB,state_interconnect_400kv,3150.0,0.088819,177.64,0.0
IND-S00001,IN-KER-HUB,IN-SR-HUB,state_interconnect_400kv,3784.577639918756,0.155899,311.8,0.0
IND-S00001,IN-LAK-HUB,IN-SR-HUB,state_interconnect_400kv,500.0,0.287274,574.55,0.0
IND-S00001,IN-PUD-HUB,IN-SR-HUB,state_interconnect_400kv,1000.0,0.116388,232.78,0.0
IND-S00001,IN-TAM-HUB,IN-SR-HUB,state_interconnect_400kv,3150.0,0.118503,237.01,0.0
IND-S00001,IN-C12340-SS,IN-C14843-SS,sub_transmission,800.0,0.0016,0.56,0.0
IND-S00001,IN-C12340-SS,IN-C14244-SS,sub_transmission,2392.5416637105786,0.010316,6.45,0.0
IND-S00001,IN-TAM-HUB,IN-C12340-SS,state_transmission_400kv,1200.0,0.15138,302.76,0.0
IND-S00001,IN-C12341-SS,IN-C12378-SS,sub_transmission,800.0,0.007804,4.88,0.0
IND-S00001,IN-C12341-SS,IN-C12372-SS,sub_transmission,800.0,0.004536,5.04,0.0
IND-S00001,IN-TAM-HUB,IN-C12341-SS,state_transmission_400kv,1200.0,0.080869,161.74,0.0
IND-S00001,IN-C12342-SS,IN-C12475-SS,sub_transmission,800.0,0.0016,0.74,0.0
IND-S00001,IN-C12342-SS,IN-C14572-SS,sub_transmission,800.0,0.008735,5.46,0.0
IND-S00001,IN-TAM-HUB,IN-C12342-SS,state_transmission_400kv,1200.0,0.047758,95.52,0.0
IND-S00001,IN-C12343-SS,IN-C12578-SS,sub_transmission,800.0,0.004945,3.09,0.0
IND-S00001,IN-C12343-SS,IN-C12462-SS,sub_transmission,800.0,0.005547,3.47,0.0
IND-S00001,IN-TAM-HUB,IN-C12343-SS,state_transmission_400kv,1200.0,0.064662,129.32,0.0
IND-S00001,IN-C12344-SS,IN-C14508-SS,sub_transmission,800.0,0.009351,5.84,0.0
IND-S00001,IN-C12344-SS,IN-C13370-SS,sub_transmission,800.0,0.010365,6.48,0.0
IND-S00001,IN-TAM-HUB,IN-C12344-SS,state_transmission_400kv,1200.0,0.135018,270.04,0.0
IND-S00001,IN-C12345-SS,IN-C14557-SS,sub_transmission,800.0,0.005675,3.55,0.0
IND-S00001,IN-C12345-SS,IN-C14504-SS,sub_transmission,800.0,0.007826,4.89,0.0
IND-S00001,IN-TAM-HUB,IN-C12345-SS,state_transmission_400kv,1200.0,0.018313,36.63,0.0
IND-S00001,IN-C12346-SS,IN-C12750-SS,sub_transmission,800.0,0.003159,1.97,0.0
IND-S00001,IN-C12346-SS,IN-C12474-SS,sub_transmission,800.0,0.005934,3.71,0.0
IND-S00001,IN-TAM-HUB,IN-C12346-SS,state_transmission_400kv,1200.0,0.059803,119.61,0.0
IND-S00001,IN-C12347-SS,IN-C14546-SS,sub_transmission,500.0,0.002106,1.32,0.0
IND-S00001,IN-C12347-SS,IN-C13046-SS,sub_transmission,500.0,0.004525,2.83,0.0
IND-S00001,IN-TAM-HUB,IN-C12347-SS,state_transmission_400kv,1448.8196503438996,0.037842,75.68,0.0
IND-S00001,IN-C12348-SS,IN-C12393-SS,sub_transmission,1094.5760374696831,0.003181,1.99,0.0
IND-S00001,IN-C12348-SS,IN-C12469-SS,sub_transmission,502.0350695330701,0.003952,2.47,0.0
IND-S00001,IN-TAM-HUB,IN-C12348-SS,state_transmission_400kv,800.0,0.042818,85.64,0.0
IND-S00001,IN-C12349-SS,IN-C12527-SS,sub_transmission,315.0,0.004226,2.64,0.0
IND-S00001,IN-C12349-SS,IN-C12647-SS,sub_transmission,315.0,0.00452,2.83,0.0
IND-S00001,IN-TAM-HUB,IN-C12349-SS,state_transmission_400kv,1991.188543548573,0.111067,222.13,0.0
IND-S00001,IN-C12350-SS,IN-C12651-SS,sub_transmission,1104.2854202955757,0.002549,1.59,0.0
IND-S00001,IN-C12350-SS,IN-C12392-SS,sub_transmission,1231.1737163473767,0.005466,3.42,0.0
IND-S00001,IN-TAM-HUB,IN-C12350-SS,state_transmission_400kv,800.0,0.147721,295.44,0.0
IND-S00001,IN-C12351-SS,IN-C12514-SS,sub_transmission,315.0,0.00317,1.98,0.0
IND-S00001,IN-C12351-SS,IN-C12645-SS,sub_transmission,315.0,0.007052,4.41,0.0
IND-S00001,IN-TAM-HUB,IN-C12351-SS,state_transmission_400kv,1975.0794821932338,0.127315,254.63,0.0
IND-S00001,IN-C12352-SS,IN-C12544-SS,sub_transmission,200.0,0.002233,1.4,0.0
IND-S00001,IN-C12352-SS,IN-C13340-SS,sub_transmission,200.0,0.004584,2.87,0.0
IND-S00001,IN-TAM-HUB,IN-C12352-SS,state_transmission_400kv,728.7129736649285,0.146685,293.37,0.0
IND-S00001,IN-C12353-SS,IN-C13268-SS,sub_transmission,200.0,0.004267,2.67,0.0
IND-S00001,IN-C12353-SS,IN-C12584-SS,sub_transmission,200.0,0.004272,2.67,0.0
IND-S00001,IN-TAM-HUB,IN-C12353-SS,state_transmission_400kv,500.0,0.045041,90.08,0.0
IND-S00001,IN-C12354-SS,IN-C14000-SS,sub_transmission,200.0,0.008894,5.56,0.0
IND-S00001,IN-C12354-SS,IN-C12787-SS,sub_transmission,200.0,0.009215,5.76,0.0
IND-S00001,IN-TAM-HUB,IN-C12354-SS,state_transmission_400kv,500.0,0.040247,80.49,0.0
IND-S00001,IN-C12355-SS,IN-C14710-SS,sub_transmission,200.0,0.0016,0.48,0.0
IND-S00001,IN-C12355-SS,IN-C12434-SS,sub_transmission,200.0,0.004199,2.62,0.0
IND-S00001,IN-TAM-HUB,IN-C12355-SS,state_transmission_400kv,602.0573988764976,0.115507,231.01,0.0
IND-S00001,IN-C12356-SS,IN-C12501-SS,sub_transmission,200.0,0.00627,3.92,0.0
IND-S00001,IN-C12356-SS,IN-C12930-SS,sub_transmission,200.0,0.007731,4.83,0.0
IND-S00001,IN-TAM-HUB,IN-C12356-SS,state_transmission_400kv,500.0,0.155162,310.32,0.0
IND-S00001,IN-C12357-SS,IN-C12585-SS,sub_transmission,200.0,0.003665,2.29,0.0
IND-S00001,IN-C12357-SS,IN-C12759-SS,sub_transmission,200.0,0.005424,3.39,0.0
IND-S00001,IN-TAM-HUB,IN-C12357-SS,state_transmission_400kv,500.0,0.095093,190.19,0.0
IND-S00001,IN-C12358-SS,IN-C12686-SS,sub_transmission,200.0,0.002534,1.58,0.0
IND-S00001,IN-C12358-SS,IN-C14533-SS,sub_transmission,200.0,0.004544,2.84,0.0
IND-S00001,IN-TAM-HUB,IN-C12358-SS,state_transmission_400kv,500.0,0.020487,40.97,0.0
IND-S00001,IN-C12359-SS,IN-C12654-SS,sub_transmission,275.3133336949644,0.004043,2.53,0.0
IND-S00001,IN-C12359-SS,IN-C12536-SS,sub_transmission,200.0,0.004285,2.68,0.0
IND-S00001,IN-TAM-HUB,IN-C12359-SS,state_transmission_400kv,500.0,0.141791,283.58,0.0
IND-S00001,IN-C12360-SS,IN-C13877-SS,sub_transmission,200.0,0.007053,4.41,0.0
IND-S00001,IN-C12360-SS,IN-C13451-SS,sub_transmission,200.0,0.007206,4.5,0.0
IND-S00001,IN-TAM-HUB,IN-C12360-SS,state_transmission_400kv,500.0,0.09784,195.68,0.0
IND-S00001,IN-C12361-SS,IN-C13790-SS,sub_transmission,160.0,0.001686,1.05,0.0
IND-S00001,IN-C12361-SS,IN-C14460-SS,sub_transmission,160.0,0.004247,2.65,0.0
IND-S00001,IN-TAM-HUB,IN-C12361-SS,state_transmission_400kv,445.73307444037744,0.100268,200.54,0.0
IND-S00001,IN-C12362-SS,IN-C13273-SS,sub_transmission,181.7626161326401,0.002229,1.39,0.0
IND-S00001,IN-C12362-SS,IN-C14691-SS,sub_transmission,160.0,0.003925,2.45,0.0
IND-S00001,IN-TAM-HUB,IN-C12362-SS,state_transmission_400kv,529.345002269457,0.168331,336.66,0.0
IND-S00001,IN-C12363-SS,IN-C13410-SS,sub_transmission,160.0,0.003318,2.07,0.0
IND-S00001,IN-C12363-SS,IN-C13174-SS,sub_transmission,160.0,0.005084,3.18,0.0
IND-S00001,IN-TAM-HUB,IN-C12363-SS,state_transmission_400kv,316.6574301710448,0.121003,242.01,0.0
IND-S00001,IN-C12364-SS,IN-C12603-SS,sub_transmission,443.9723083887239,0.002811,1.76,0.0
IND-S00001,IN-C12364-SS,IN-C13212-SS,sub_transmission,160.0,0.004553,2.85,0.0
IND-S00001,IN-TAM-HUB,IN-C12364-SS,state_transmission_400kv,315.0,0.046147,92.29,0.0
IND-S00001,IN-C12365-SS,IN-C12573-SS,sub_transmission,100.0,0.004885,3.05,0.0
IND-S00001,IN-C12365-SS,IN-C14552-SS,sub_transmission,100.0,0.005354,3.35,0.0
IND-S00001,IN-TAM-HUB,IN-C12365-SS,state_transmission_400kv,282.481116337127,0.05671,113.42,0.0
IND-S00001,IN-C12366-SS,IN-C14260-SS,sub_transmission,100.0,0.007914,4.95,0.0
IND-S00001,IN-C12366-SS,IN-C13633-SS,sub_transmission,100.0,0.009189,5.74,0.0
IND-S00001,IN-TAM-HUB,IN-C12366-SS,state_transmission_400kv,338.4194467894741,0.065575,131.15,0.0
IND-S00001,IN-C12367-SS,IN-C12536-SS,sub_transmission,141.9396283669461,0.005105,3.19,0.0
IND-S00001,IN-C12367-SS,IN-C12848-SS,sub_transmission,108.29274401607303,0.006038,3.77,0.0
IND-S00001,IN-TAM-HUB,IN-C12367-SS,state_transmission_400kv,492.4039040646457,0.139148,278.3,0.0
IND-S00001,IN-C12368-SS,IN-C13224-SS,sub_transmission,100.0,0.002303,1.44,0.0
IND-S00001,IN-C12368-SS,IN-C12708-SS,sub_transmission,100.0,0.003746,2.34,0.0
IND-S00001,IN-TAM-HUB,IN-C12368-SS,state_transmission_400kv,269.43869340761256,0.082287,164.57,0.0
IND-S00001,IN-C12369-SS,IN-C14050-SS,sub_transmission,100.0,0.00225,1.41,0.0
IND-S00001,IN-C12369-SS,IN-C12965-SS,sub_transmission,100.0,0.003035,1.9,0.0
IND-S00001,IN-TAM-HUB,IN-C12369-SS,state_transmission_400kv,271.7663868982798,0.051662,103.32,0.0
IND-S00001,IN-C12370-SS,IN-C12722-SS,sub_transmission,100.0,0.006794,4.25,0.0
IND-S00001,IN-C12370-SS,IN-C13463-SS,sub_transmission,100.0,0.007535,4.71,0.0
IND-S00001,IN-TAM-HUB,IN-C12370-SS,state_transmission_400kv,224.84322898322674,0.074461,148.92,0.0
IND-S00001,IN-C12371-SS,IN-C12840-SS,sub_transmission,100.0,0.009461,5.91,0.0
IND-S00001,IN-C12371-SS,IN-C13384-SS,sub_transmission,100.0,0.009554,5.97,0.0
IND-S00001,IN-TAM-HUB,IN-C12371-SS,state_transmission_400kv,217.25055760179993,0.100717,201.43,0.0
IND-S00001,IN-C12372-SS,IN-C12378-SS,sub_transmission,100.0,0.003748,2.34,0.0
IND-S00001,IN-TAM-HUB,IN-C12372-SS,state_transmission_400kv,200.0,0.080548,161.1,0.0
IND-S00001,IN-C12373-SS,IN-C12562-SS,sub_transmission,100.0,0.004929,3.08,0.0
IND-S00001,IN-C12373-SS,IN-C12930-SS,sub_transmission,100.0,0.005019,3.14,0.0
IND-S00001,IN-TAM-HUB,IN-C12373-SS,state_transmission_400kv,298.0664247128677,0.152274,304.55,0.0
IND-S00001,IN-C12374-SS,IN-C13118-SS,sub_transmission,100.0,0.0072,4.5,0.0
IND-S00001,IN-C12374-SS,IN-C14006-SS,sub_transmission,100.0,0.007722,4.83,0.0
IND-S00001,IN-TAM-HUB,IN-C12374-SS,state_transmission_400kv,227.15246734872252,0.041755,83.51,0.0
IND-S00001,IN-C12375-SS,IN-C13081-SS,sub_transmission,63.0,0.007889,4.93,0.0
IND-S00001,IN-C12375-SS,IN-C13588-SS,sub_transmission,63.0,0.008876,5.55,0.0
IND-S00001,IN-TAM-HUB,IN-C12375-SS,state_transmission_400kv,200.0,0.098676,197.35,0.0
IND-S00001,IN-C12376-SS,IN-C13658-SS,sub_transmission,63.0,0.003263,2.04,0.0
IND-S00001,IN-C12376-SS,IN-C13596-SS,sub_transmission,63.0,0.0035,2.19,0.0
IND-S00001,IN-TAM-HUB,IN-C12376-SS,state_transmission_400kv,200.0,0.077678,155.36,0.0
IND-S00001,IN-C12377-SS,IN-C12668-SS,sub_transmission,63.0,0.005514,3.45,0.0
IND-S00001,IN-C12377-SS,IN-C14227-SS,sub_transmission,63.0,0.007514,4.7,0.0
IND-S00001,IN-TAM-HUB,IN-C12377-SS,state_transmission_400kv,200.0,0.075912,151.82,0.0
IND-S00001,IN-C12378-SS,IN-C12735-SS,sub_transmission,63.0,0.005747,3.59,0.0
IND-S00001,IN-TAM-HUB,IN-C12378-SS,state_transmission_400kv,200.0,0.081698,163.4,0.0
IND-S00001,IN-C12379-SS,IN-C13849-SS,sub_transmission,63.0,0.008125,5.08,0.0
IND-S00001,IN-C12379-SS,IN-C14595-SS,sub_transmission,63.0,0.00907,5.67,0.0
IND-S00001,IN-TAM-HUB,IN-C12379-SS,state_transmission_400kv,200.0,0.083212,166.42,0.0
IND-S00001,IN-C12380-SS,IN-C14370-SS,sub_transmission,63.0,0.005063,3.16,0.0
IND-S00001,IN-C12380-SS,IN-C14208-SS,sub_transmission,63.0,0.009378,5.86,0.0
IND-S00001,IN-TAM-HUB,IN-C12380-SS,state_transmission_400kv,200.0,0.035716,71.43,0.0
IND-S00001,IN-C12381-SS,IN-C13943-SS,sub_transmission,63.0,0.0016,0.67,0.0
IND-S00001,IN-C12381-SS,IN-C12869-SS,sub_transmission,63.0,0.002633,1.65,0.0
IND-S00001,IN-TAM-HUB,IN-C12381-SS,state_transmission_400kv,200.0,0.091951,183.9,0.0
IND-S00001,IN-C12382-SS,IN-C12721-SS,sub_transmission,63.0,0.003297,2.06,0.0
IND-S00001,IN-C12382-SS,IN-C12825-SS,sub_transmission,63.0,0.003873,2.42,0.0
IND-S00001,IN-TAM-HUB,IN-C12382-SS,state_transmission_400kv,212.11486417033123,0.108389,216.78,0.0
IND-S00001,IN-C12383-SS,IN-C12827-SS,sub_transmission,63.0,0.005497,3.44,0.0
IND-S00001,IN-C12383-SS,IN-C14026-SS,sub_transmission,63.0,0.007054,4.41,0.0
IND-S00001,IN-TAM-HUB,IN-C12383-SS,state_transmission_400kv,200.0,0.077171,154.34,0.0
IND-S00001,IN-C12384-SS,IN-C13929-SS,sub_transmission,63.0,0.0016,0.22,0.0
IND-S00001,IN-C12384-SS,IN-C12660-SS,sub_transmission,63.0,0.0016,0.55,0.0
IND-S00001,IN-TAM-HUB,IN-C12384-SS,state_transmission_400kv,200.0,0.108669,217.34,0.0
IND-S00001,IN-C12385-SS,IN-C13587-SS,sub_transmission,63.0,0.003784,2.36,0.0
IND-S00001,IN-C12385-SS,IN-C12877-SS,sub_transmission,278.74944632759195,0.009616,6.01,0.0
IND-S00001,IN-TAM-HUB,IN-C12385-SS,state_transmission_400kv,404.49982199301263,0.12484,249.68,0.0
IND-S00001,IN-C12386-SS,IN-C14768-SS,sub_transmission,63.0,0.021682,13.55,0.0
IND-S00001,IN-C12386-SS,IN-C14166-SS,sub_transmission,63.0,0.03666,22.91,0.0
IND-S00001,IN-TAM-HUB,IN-C12386-SS,state_transmission_400kv,200.0,0.090777,181.55,0.0
IND-S00001,IN-C12387-SS,IN-C13133-SS,sub_transmission,63.0,0.002878,1.8,0.0
IND-S00001,IN-C12387-SS,IN-C12678-SS,sub_transmission,63.0,0.003452,2.16,0.0
IND-S00001,IN-TAM-HUB,IN-C12387-SS,state_transmission_400kv,200.0,0.081348,162.7,0.0
IND-S00001,IN-C12388-SS,IN-C13113-SS,sub_transmission,163.5105918263573,0.004753,2.97,0.0
IND-S00001,IN-C12388-SS,IN-C14232-SS,sub_transmission,63.0,0.005114,3.2,0.0
IND-S00001,IN-TAM-HUB,IN-C12388-SS,state_transmission_400kv,312.39002576352016,0.066756,133.51,0.0
IND-S00001,IN-C12389-SS,IN-C12713-SS,sub_transmission,63.0,0.005287,3.3,0.0
IND-S00001,IN-C12389-SS,IN-C13151-SS,sub_transmission,63.0,0.006152,3.84,0.0
IND-S00001,IN-TAM-HUB,IN-C12389-SS,state_transmission_400kv,200.0,0.08704,174.08,0.0
IND-S00001,IN-C12390-SS,IN-C14310-SS,sub_transmission,210.13220829528674,0.002087,1.3,0.0
IND-S00001,IN-C12390-SS,IN-C14168-SS,sub_transmission,295.18571219880306,0.00333,2.08,0.0
IND-S00001,IN-TAM-HUB,IN-C12390-SS,state_transmission_400kv,384.18596747042665,0.062291,124.58,0.0
IND-S00001,IN-C12391-SS,IN-C14724-SS,sub_transmission,63.0,0.004772,2.98,0.0
IND-S00001,IN-C12391-SS,IN-C14648-SS,sub_transmission,126.06445056113199,0.006879,4.3,0.0
IND-S00001,IN-TAM-HUB,IN-C12391-SS,state_transmission_400kv,247.80604058474313,0.065981,131.96,0.0
IND-S00001,IN-C12392-SS,IN-C12699-SS,sub_transmission,2480.642669117585,0.001708,1.07,0.0
IND-S00001,IN-C12392-SS,IN-C12651-SS,sub_transmission,1079.937102681749,0.003625,2.27,0.0
IND-S00001,IN-TAM-HUB,IN-C12392-SS,state_transmission_400kv,288.96422396454244,0.146463,292.93,0.0
IND-S00001,IN-C12393-SS,IN-C12601-SS,sub_transmission,645.6864943239725,0.003028,1.89,0.0
IND-S00001,IN-TAM-HUB,IN-C12393-SS,state_transmission_400kv,331.87722172742644,0.043791,87.58,0.0
IND-S00001,IN-C12394-SS,IN-C12831-SS,sub_transmission,63.0,0.004882,3.05,0.0
IND-S00001,IN-C12394-SS,IN-C12480-SS,sub_transmission,63.0,0.005294,3.31,0.0
IND-S00001,IN-TAM-HUB,IN-C12394-SS,state_transmission_400kv,216.16059185710347,0.083162,166.32,0.0
IND-S00001,IN-TAM-HUB,IN-C12395-SS,state_transmission_400kv,218.26660094964978,0.130202,260.4,0.0
IND-S00001,IN-TAM-HUB,IN-C12396-SS,state_transmission_400kv,200.0,0.131857,263.71,0.0
IND-S00001,IN-TAM-HUB,IN-C12397-SS,state_transmission_400kv,436.237605917015,0.144976,289.95,0.0
IND-S00001,IN-TAM-HUB,IN-C12398-SS,state_transmission_400kv,200.0,0.082747,165.49,0.0
IND-S00001,IN-TAM-HUB,IN-C12399-SS,state_transmission_400kv,200.0,0.095702,191.4,0.0
IND-S00001,IN-TAM-HUB,IN-C12400-SS,state_transmission_400kv,200.0,0.054892,109.78,0.0
IND-S00001,IN-C12401-SS,IN-C12469-SS,sub_transmission,455.7215413384304,0.0016,0.84,0.0
IND-S00001,IN-TAM-HUB,IN-C12401-SS,state_transmission_400kv,354.00543044350746,0.043225,86.45,0.0
IND-S00001,IN-C12474-SS,IN-C14168-SS,sub_transmission,561.0530351924131,0.004454,2.78,0.0
IND-S00001,IN-C12475-SS,IN-C14572-SS,sub_transmission,63.0,0.007577,4.74,0.0
IND-S00001,IN-C12480-SS,IN-C12831-SS,sub_transmission,63.0,0.004218,2.64,0.0
IND-S00001,IN-C12501-SS,IN-C12930-SS,sub_transmission,63.0,0.001926,1.2,0.0
IND-S00001,IN-C12501-SS,IN-C12562-SS,sub_transmission,63.0,0.003393,2.12,0.0
IND-S00001,IN-C12514-SS,IN-C12645-SS,sub_transmission,67.32235722908527,0.004865,3.04,0.0
IND-S00001,IN-C12527-SS,IN-C12647-SS,sub_transmission,63.0,0.0016,0.75,0.0
IND-S00001,IN-C12544-SS,IN-C13340-SS,sub_transmission,79.86245330885527,0.004701,2.94,0.0
IND-S00001,IN-C12562-SS,IN-C12930-SS,sub_transmission,63.0,0.002455,1.53,0.0
IND-S00001,IN-C12585-SS,IN-C12759-SS,sub_transmission,63.0,0.002703,1.69,0.0
IND-S00001,IN-C12660-SS,IN-C13929-SS,sub_transmission,63.0,0.0016,0.41,0.0
IND-S00001,IN-C12668-SS,IN-C14227-SS,sub_transmission,63.0,0.010086,6.3,0.0
IND-S00001,IN-C12686-SS,IN-C14533-SS,sub_transmission,63.0,0.004171,2.61,0.0
IND-S00001,IN-C12708-SS,IN-C13224-SS,sub_transmission,63.0,0.005781,3.61,0.0
IND-S00001,IN-C12713-SS,IN-C13151-SS,sub_transmission,63.0,0.009504,5.94,0.0
IND-S00001,IN-C12721-SS,IN-C12825-SS,sub_transmission,63.0,0.006188,3.87,0.0
IND-S00001,IN-C12722-SS,IN-C13463-SS,sub_transmission,63.0,0.005112,3.19,0.0
IND-S00001,IN-C12840-SS,IN-C13384-SS,sub_transmission,63.0,0.003286,2.05,0.0
IND-S00001,IN-C12869-SS,IN-C13943-SS,sub_transmission,63.0,0.002455,1.53,0.0
IND-S00001,IN-C13081-SS,IN-C13588-SS,sub_transmission,63.0,0.016263,10.16,0.0
IND-S00001,IN-C13174-SS,IN-C13410-SS,sub_transmission,63.0,0.002427,1.52,0.0
IND-S00001,IN-C13633-SS,IN-C14260-SS,sub_transmission,63.0,0.002557,1.6,0.0
IND-S00001,IN-C13790-SS,IN-C14460-SS,sub_transmission,63.0,0.005931,3.71,0.0
IND-S00001,IN-C14168-SS,IN-C14310-SS,sub_transmission,265.3131105798006,0.002052,1.28,0.0
IND-S00001,IN-C12340-SS,IN-C12340-TR01,transformer_connection,1539.4860051566188,0.012185,7.62,0.0
IND-S00001,IN-C12340-SS,IN-C12340-TR02,transformer_connection,1539.4860051569033,0.010173,6.36,0.0
IND-S00001,IN-C12340-SS,IN-C12340-TR03,transformer_connection,1539.4860052007807,0.008569,5.36,0.0
IND-S00001,IN-C12341-SS,IN-C12341-TR01,transformer_connection,789.528321285257,0.004267,2.67,0.0
IND-S00001,IN-C12341-SS,IN-C12341-TR02,transformer_connection,789.5283212841356,0.007531,4.71,0.0
IND-S00001,IN-C12341-SS,IN-C12341-TR03,transformer_connection,789.5283213014218,0.004598,2.87,0.0
IND-S00001,IN-C12342-SS,IN-C12342-TR01,transformer_connection,621.7133740216202,0.002595,1.62,0.0
IND-S00001,IN-C12342-SS,IN-C12342-TR02,transformer_connection,621.7133740312051,0.004752,2.97,0.0
IND-S00001,IN-C12342-SS,IN-C12342-TR03,transformer_connection,621.7133740048131,0.006667,4.17,0.0
